motor_id,motor_sinifi,verim_sinifi,motor_T_nom,motor_T_max,motor_n_max,motor_P_nom,T_cont,T_peak,t_cycle,t_peak,n_nom_ihtiyac,n_max_ihtiyac,T_amb,SF,T_rms_guvenlikli,P_ihtiyac_kW,uygunluk_skoru,verim_kod,sinif_kod
motor_001,servo,IE4,8.0,24.0,6000,2.5,25.09,60.92,10.39,2.86,1366.0,1883.0,22.0,1.5,57.68,5.5,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,25.09,60.92,10.39,2.86,1366.0,1883.0,22.0,1.5,57.68,5.5,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,25.09,60.92,10.39,2.86,1366.0,1883.0,22.0,1.5,57.68,5.5,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,25.09,60.92,10.39,2.86,1366.0,1883.0,22.0,1.5,57.68,5.5,77.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,25.09,60.92,10.39,2.86,1366.0,1883.0,22.0,1.5,57.68,5.5,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,25.09,60.92,10.39,2.86,1366.0,1883.0,22.0,1.5,57.68,5.5,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,25.09,60.92,10.39,2.86,1366.0,1883.0,22.0,1.5,57.68,5.5,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,15.66,20.69,14.94,1.88,981.0,1741.0,23.4,1.5,24.56,1.68,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,15.66,20.69,14.94,1.88,981.0,1741.0,23.4,1.5,24.56,1.68,43.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,15.66,20.69,14.94,1.88,981.0,1741.0,23.4,1.5,24.56,1.68,28.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,15.66,20.69,14.94,1.88,981.0,1741.0,23.4,1.5,24.56,1.68,35.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,15.66,20.69,14.94,1.88,981.0,1741.0,23.4,1.5,24.56,1.68,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,15.66,20.69,14.94,1.88,981.0,1741.0,23.4,1.5,24.56,1.68,35.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,15.66,20.69,14.94,1.88,981.0,1741.0,23.4,1.5,24.56,1.68,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,6.72,11.71,10.25,1.47,2456.0,4878.0,37.4,1.25,9.55,1.97,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,6.72,11.71,10.25,1.47,2456.0,4878.0,37.4,1.25,9.55,1.97,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,6.72,11.71,10.25,1.47,2456.0,4878.0,37.4,1.25,9.55,1.97,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,6.72,11.71,10.25,1.47,2456.0,4878.0,37.4,1.25,9.55,1.97,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,6.72,11.71,10.25,1.47,2456.0,4878.0,37.4,1.25,9.55,1.97,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,6.72,11.71,10.25,1.47,2456.0,4878.0,37.4,1.25,9.55,1.97,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,6.72,11.71,10.25,1.47,2456.0,4878.0,37.4,1.25,9.55,1.97,70.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,9.5,18.08,10.94,4.97,1047.0,2165.0,19.5,1.25,17.58,1.54,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,9.5,18.08,10.94,4.97,1047.0,2165.0,19.5,1.25,17.58,1.54,35.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,9.5,18.08,10.94,4.97,1047.0,2165.0,19.5,1.25,17.58,1.54,35.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,9.5,18.08,10.94,4.97,1047.0,2165.0,19.5,1.25,17.58,1.54,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,9.5,18.08,10.94,4.97,1047.0,2165.0,19.5,1.25,17.58,1.54,70.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,9.5,18.08,10.94,4.97,1047.0,2165.0,19.5,1.25,17.58,1.54,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,9.5,18.08,10.94,4.97,1047.0,2165.0,19.5,1.25,17.58,1.54,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,6.43,9.72,4.27,2.01,1339.0,2788.0,36.0,1.5,12.21,1.14,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,6.43,9.72,4.27,2.01,1339.0,2788.0,36.0,1.5,12.21,1.14,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,6.43,9.72,4.27,2.01,1339.0,2788.0,36.0,1.5,12.21,1.14,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,6.43,9.72,4.27,2.01,1339.0,2788.0,36.0,1.5,12.21,1.14,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,6.43,9.72,4.27,2.01,1339.0,2788.0,36.0,1.5,12.21,1.14,60.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,6.43,9.72,4.27,2.01,1339.0,2788.0,36.0,1.5,12.21,1.14,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,6.43,9.72,4.27,2.01,1339.0,2788.0,36.0,1.5,12.21,1.14,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,11.38,28.0,14.21,3.14,1358.0,2652.0,21.8,1.5,24.84,2.35,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,11.38,28.0,14.21,3.14,1358.0,2652.0,21.8,1.5,24.84,2.35,60.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,11.38,28.0,14.21,3.14,1358.0,2652.0,21.8,1.5,24.84,2.35,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,11.38,28.0,14.21,3.14,1358.0,2652.0,21.8,1.5,24.84,2.35,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,11.38,28.0,14.21,3.14,1358.0,2652.0,21.8,1.5,24.84,2.35,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,11.38,28.0,14.21,3.14,1358.0,2652.0,21.8,1.5,24.84,2.35,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,11.38,28.0,14.21,3.14,1358.0,2652.0,21.8,1.5,24.84,2.35,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,9.04,17.8,7.49,1.59,1336.0,2440.0,28.1,1.5,17.22,1.61,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,9.04,17.8,7.49,1.59,1336.0,2440.0,28.1,1.5,17.22,1.61,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,9.04,17.8,7.49,1.59,1336.0,2440.0,28.1,1.5,17.22,1.61,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,9.04,17.8,7.49,1.59,1336.0,2440.0,28.1,1.5,17.22,1.61,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,9.04,17.8,7.49,1.59,1336.0,2440.0,28.1,1.5,17.22,1.61,80.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,9.04,17.8,7.49,1.59,1336.0,2440.0,28.1,1.5,17.22,1.61,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,9.04,17.8,7.49,1.59,1336.0,2440.0,28.1,1.5,17.22,1.61,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,15.66,25.91,7.95,1.96,843.0,2646.0,18.1,1.5,28.07,1.65,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,15.66,25.91,7.95,1.96,843.0,2646.0,18.1,1.5,28.07,1.65,80.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,15.66,25.91,7.95,1.96,843.0,2646.0,18.1,1.5,28.07,1.65,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,15.66,25.91,7.95,1.96,843.0,2646.0,18.1,1.5,28.07,1.65,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,15.66,25.91,7.95,1.96,843.0,2646.0,18.1,1.5,28.07,1.65,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,15.66,25.91,7.95,1.96,843.0,2646.0,18.1,1.5,28.07,1.65,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,15.66,25.91,7.95,1.96,843.0,2646.0,18.1,1.5,28.07,1.65,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,39.61,63.67,7.26,2.41,1075.0,1610.0,15.1,1.5,73.38,5.51,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,39.61,63.67,7.26,2.41,1075.0,1610.0,15.1,1.5,73.38,5.51,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,39.61,63.67,7.26,2.41,1075.0,1610.0,15.1,1.5,73.38,5.51,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,39.61,63.67,7.26,2.41,1075.0,1610.0,15.1,1.5,73.38,5.51,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,39.61,63.67,7.26,2.41,1075.0,1610.0,15.1,1.5,73.38,5.51,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,39.61,63.67,7.26,2.41,1075.0,1610.0,15.1,1.5,73.38,5.51,50.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,39.61,63.67,7.26,2.41,1075.0,1610.0,15.1,1.5,73.38,5.51,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,29.56,40.23,4.78,1.74,1296.0,1537.0,28.3,1.25,42.29,4.59,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,29.56,40.23,4.78,1.74,1296.0,1537.0,28.3,1.25,42.29,4.59,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,29.56,40.23,4.78,1.74,1296.0,1537.0,28.3,1.25,42.29,4.59,63.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,29.56,40.23,4.78,1.74,1296.0,1537.0,28.3,1.25,42.29,4.59,35.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,29.56,40.23,4.78,1.74,1296.0,1537.0,28.3,1.25,42.29,4.59,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,29.56,40.23,4.78,1.74,1296.0,1537.0,28.3,1.25,42.29,4.59,35.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,29.56,40.23,4.78,1.74,1296.0,1537.0,28.3,1.25,42.29,4.59,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,3.87,6.36,9.12,3.43,3262.0,4110.0,15.9,1.25,6.19,1.69,83.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,3.87,6.36,9.12,3.43,3262.0,4110.0,15.9,1.25,6.19,1.69,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,3.87,6.36,9.12,3.43,3262.0,4110.0,15.9,1.25,6.19,1.69,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,3.87,6.36,9.12,3.43,3262.0,4110.0,15.9,1.25,6.19,1.69,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,3.87,6.36,9.12,3.43,3262.0,4110.0,15.9,1.25,6.19,1.69,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,3.87,6.36,9.12,3.43,3262.0,4110.0,15.9,1.25,6.19,1.69,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,3.87,6.36,9.12,3.43,3262.0,4110.0,15.9,1.25,6.19,1.69,35.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,32.28,71.79,5.4,2.17,757.0,2341.0,17.0,1.25,64.88,4.12,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,32.28,71.79,5.4,2.17,757.0,2341.0,17.0,1.25,64.88,4.12,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,32.28,71.79,5.4,2.17,757.0,2341.0,17.0,1.25,64.88,4.12,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,32.28,71.79,5.4,2.17,757.0,2341.0,17.0,1.25,64.88,4.12,87.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,32.28,71.79,5.4,2.17,757.0,2341.0,17.0,1.25,64.88,4.12,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,32.28,71.79,5.4,2.17,757.0,2341.0,17.0,1.25,64.88,4.12,67.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,32.28,71.79,5.4,2.17,757.0,2341.0,17.0,1.25,64.88,4.12,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,6.01,13.05,9.95,4.17,1368.0,2197.0,22.4,1.5,14.41,1.38,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,6.01,13.05,9.95,4.17,1368.0,2197.0,22.4,1.5,14.41,1.38,35.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,6.01,13.05,9.95,4.17,1368.0,2197.0,22.4,1.5,14.41,1.38,35.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,6.01,13.05,9.95,4.17,1368.0,2197.0,22.4,1.5,14.41,1.38,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,6.01,13.05,9.95,4.17,1368.0,2197.0,22.4,1.5,14.41,1.38,50.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,6.01,13.05,9.95,4.17,1368.0,2197.0,22.4,1.5,14.41,1.38,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,6.01,13.05,9.95,4.17,1368.0,2197.0,22.4,1.5,14.41,1.38,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,3.14,4.18,8.83,1.34,2788.0,5257.0,31.0,1.5,4.97,0.97,52.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,3.14,4.18,8.83,1.34,2788.0,5257.0,31.0,1.5,4.97,0.97,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,3.14,4.18,8.83,1.34,2788.0,5257.0,31.0,1.5,4.97,0.97,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,3.14,4.18,8.83,1.34,2788.0,5257.0,31.0,1.5,4.97,0.97,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,3.14,4.18,8.83,1.34,2788.0,5257.0,31.0,1.5,4.97,0.97,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,3.14,4.18,8.83,1.34,2788.0,5257.0,31.0,1.5,4.97,0.97,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,3.14,4.18,8.83,1.34,2788.0,5257.0,31.0,1.5,4.97,0.97,42.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,6.72,13.17,5.72,1.61,1158.0,2391.0,21.4,1.25,11.27,1.09,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,6.72,13.17,5.72,1.61,1158.0,2391.0,21.4,1.25,11.27,1.09,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,6.72,13.17,5.72,1.61,1158.0,2391.0,21.4,1.25,11.27,1.09,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,6.72,13.17,5.72,1.61,1158.0,2391.0,21.4,1.25,11.27,1.09,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,6.72,13.17,5.72,1.61,1158.0,2391.0,21.4,1.25,11.27,1.09,45.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,6.72,13.17,5.72,1.61,1158.0,2391.0,21.4,1.25,11.27,1.09,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,6.72,13.17,5.72,1.61,1158.0,2391.0,21.4,1.25,11.27,1.09,60.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,10.51,14.27,8.79,4.12,1039.0,1714.0,17.8,1.25,15.52,1.35,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,10.51,14.27,8.79,4.12,1039.0,1714.0,17.8,1.25,15.52,1.35,28.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,10.51,14.27,8.79,4.12,1039.0,1714.0,17.8,1.25,15.52,1.35,28.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,10.51,14.27,8.79,4.12,1039.0,1714.0,17.8,1.25,15.52,1.35,35.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,10.51,14.27,8.79,4.12,1039.0,1714.0,17.8,1.25,15.52,1.35,63.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,10.51,14.27,8.79,4.12,1039.0,1714.0,17.8,1.25,15.52,1.35,35.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,10.51,14.27,8.79,4.12,1039.0,1714.0,17.8,1.25,15.52,1.35,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,4.32,10.68,5.04,1.63,725.0,1523.0,32.6,1.5,10.56,0.53,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,4.32,10.68,5.04,1.63,725.0,1523.0,32.6,1.5,10.56,0.53,28.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,4.32,10.68,5.04,1.63,725.0,1523.0,32.6,1.5,10.56,0.53,28.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,4.32,10.68,5.04,1.63,725.0,1523.0,32.6,1.5,10.56,0.53,35.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,4.32,10.68,5.04,1.63,725.0,1523.0,32.6,1.5,10.56,0.53,28.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,4.32,10.68,5.04,1.63,725.0,1523.0,32.6,1.5,10.56,0.53,35.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,4.32,10.68,5.04,1.63,725.0,1523.0,32.6,1.5,10.56,0.53,70.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,8.77,11.91,9.11,3.9,1346.0,2697.0,21.0,1.25,12.79,1.44,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,8.77,11.91,9.11,3.9,1346.0,2697.0,21.0,1.25,12.79,1.44,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,8.77,11.91,9.11,3.9,1346.0,2697.0,21.0,1.25,12.79,1.44,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,8.77,11.91,9.11,3.9,1346.0,2697.0,21.0,1.25,12.79,1.44,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,8.77,11.91,9.11,3.9,1346.0,2697.0,21.0,1.25,12.79,1.44,60.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,8.77,11.91,9.11,3.9,1346.0,2697.0,21.0,1.25,12.79,1.44,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,8.77,11.91,9.11,3.9,1346.0,2697.0,21.0,1.25,12.79,1.44,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,14.15,30.01,9.51,3.54,1079.0,2774.0,36.7,1.5,32.2,2.42,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,14.15,30.01,9.51,3.54,1079.0,2774.0,36.7,1.5,32.2,2.42,70.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,14.15,30.01,9.51,3.54,1079.0,2774.0,36.7,1.5,32.2,2.42,60.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,14.15,30.01,9.51,3.54,1079.0,2774.0,36.7,1.5,32.2,2.42,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,14.15,30.01,9.51,3.54,1079.0,2774.0,36.7,1.5,32.2,2.42,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,14.15,30.01,9.51,3.54,1079.0,2774.0,36.7,1.5,32.2,2.42,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,14.15,30.01,9.51,3.54,1079.0,2774.0,36.7,1.5,32.2,2.42,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,26.62,52.92,12.81,4.39,687.0,2595.0,33.9,1.5,56.62,2.72,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,26.62,52.92,12.81,4.39,687.0,2595.0,33.9,1.5,56.62,2.72,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,26.62,52.92,12.81,4.39,687.0,2595.0,33.9,1.5,56.62,2.72,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,26.62,52.92,12.81,4.39,687.0,2595.0,33.9,1.5,56.62,2.72,87.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,26.62,52.92,12.81,4.39,687.0,2595.0,33.9,1.5,56.62,2.72,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,26.62,52.92,12.81,4.39,687.0,2595.0,33.9,1.5,56.62,2.72,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,26.62,52.92,12.81,4.39,687.0,2595.0,33.9,1.5,56.62,2.72,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,43.89,71.49,11.17,2.03,756.0,2009.0,15.9,1.25,62.58,3.97,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,43.89,71.49,11.17,2.03,756.0,2009.0,15.9,1.25,62.58,3.97,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,43.89,71.49,11.17,2.03,756.0,2009.0,15.9,1.25,62.58,3.97,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,43.89,71.49,11.17,2.03,756.0,2009.0,15.9,1.25,62.58,3.97,77.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,43.89,71.49,11.17,2.03,756.0,2009.0,15.9,1.25,62.58,3.97,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,43.89,71.49,11.17,2.03,756.0,2009.0,15.9,1.25,62.58,3.97,57.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,43.89,71.49,11.17,2.03,756.0,2009.0,15.9,1.25,62.58,3.97,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,13.2,27.95,11.21,2.93,858.0,1852.0,26.4,1.25,22.8,1.64,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,13.2,27.95,11.21,2.93,858.0,1852.0,26.4,1.25,22.8,1.64,43.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,13.2,27.95,11.21,2.93,858.0,1852.0,26.4,1.25,22.8,1.64,28.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,13.2,27.95,11.21,2.93,858.0,1852.0,26.4,1.25,22.8,1.64,35.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,13.2,27.95,11.21,2.93,858.0,1852.0,26.4,1.25,22.8,1.64,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,13.2,27.95,11.21,2.93,858.0,1852.0,26.4,1.25,22.8,1.64,35.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,13.2,27.95,11.21,2.93,858.0,1852.0,26.4,1.25,22.8,1.64,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,16.87,30.4,14.3,1.2,1361.0,2240.0,24.7,1.25,22.99,2.62,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,16.87,30.4,14.3,1.2,1361.0,2240.0,24.7,1.25,22.99,2.62,50.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,16.87,30.4,14.3,1.2,1361.0,2240.0,24.7,1.25,22.99,2.62,35.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,16.87,30.4,14.3,1.2,1361.0,2240.0,24.7,1.25,22.99,2.62,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,16.87,30.4,14.3,1.2,1361.0,2240.0,24.7,1.25,22.99,2.62,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,16.87,30.4,14.3,1.2,1361.0,2240.0,24.7,1.25,22.99,2.62,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,16.87,30.4,14.3,1.2,1361.0,2240.0,24.7,1.25,22.99,2.62,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,23.82,47.56,5.4,1.56,1280.0,2259.0,20.5,1.25,40.63,4.36,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,23.82,47.56,5.4,1.56,1280.0,2259.0,20.5,1.25,40.63,4.36,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,23.82,47.56,5.4,1.56,1280.0,2259.0,20.5,1.25,40.63,4.36,70.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,23.82,47.56,5.4,1.56,1280.0,2259.0,20.5,1.25,40.63,4.36,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,23.82,47.56,5.4,1.56,1280.0,2259.0,20.5,1.25,40.63,4.36,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,23.82,47.56,5.4,1.56,1280.0,2259.0,20.5,1.25,40.63,4.36,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,23.82,47.56,5.4,1.56,1280.0,2259.0,20.5,1.25,40.63,4.36,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,5.82,11.3,6.62,2.12,3029.0,5403.0,21.8,1.25,10.0,2.54,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,5.82,11.3,6.62,2.12,3029.0,5403.0,21.8,1.25,10.0,2.54,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,5.82,11.3,6.62,2.12,3029.0,5403.0,21.8,1.25,10.0,2.54,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,5.82,11.3,6.62,2.12,3029.0,5403.0,21.8,1.25,10.0,2.54,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,5.82,11.3,6.62,2.12,3029.0,5403.0,21.8,1.25,10.0,2.54,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,5.82,11.3,6.62,2.12,3029.0,5403.0,21.8,1.25,10.0,2.54,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,5.82,11.3,6.62,2.12,3029.0,5403.0,21.8,1.25,10.0,2.54,77.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,15.7,27.1,14.54,5.24,1352.0,2414.0,26.1,1.25,25.68,2.91,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,15.7,27.1,14.54,5.24,1352.0,2414.0,26.1,1.25,25.68,2.91,60.0,3,0
